"region","household","membernumb","age","sex","peoplivinghh","languageofinterview","longwaitingtime","lackofnursingstaff","lackofrespect","lackofdrugsupply","tooexpenscantpay","someonehhneedcsps","stat_csps","religioncm","mainsourcehhincome","hhreceiveservic","attendedschool"
"Sahel",11,12,13,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","previousely attended"
"Sahel",11,7,19,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,8,47,"Female",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,10,8,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,13,21,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","previousely attended"
"Sahel",11,5,12,"Female",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,4,10,"Female",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",11,1,53,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,11,10,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",12,7,16,"male",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,16,15,"Female",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,17,21,"male",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,8,15,"male",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,6,12,"Female",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,14,14,"male",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,5,9,"Female",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,15,17,"male",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,1,53,"male",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,10,19,"male",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,18,21,"Female",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,19,42,"male",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,13,11,"Female",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",12,9,18,"male",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,2,47,"Female",19,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",13,6,7,"Female",7,"fulfulde","Yes","Yes","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",13,2,33,"Female",7,"fulfulde","Yes","Yes","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",13,1,47,"male",7,"fulfulde","Yes","Yes","No","No","No","yes","intervention","Islam","agriculture","yes","previousely attended"
"Sahel",13,7,9,"male",7,"fulfulde","Yes","Yes","No","No","No","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",14,5,11,"male",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,4,71,"Female",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,2,18,"Female",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,1,26,"male",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,2,36,"Female",9,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,1,44,"male",9,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,5,13,"male",9,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,8,35,"Female",9,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,4,8,"Female",9,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,6,16,"male",9,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",15,9,7,"Female",9,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,7,19,"male",9,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",16,1,68,"male",3,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",16,2,46,"Female",3,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",17,2,39,"Female",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,1,52,"male",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,5,9,"male",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,6,14,"male",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",18,2,39,"Female",6,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",18,5,25,"Female",6,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",18,1,41,"male",6,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",18,4,11,"male",6,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",19,6,37,"Female",8,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",19,4,17,"male",8,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",19,3,14,"Female",8,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",19,2,46,"Female",8,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",19,5,25,"male",8,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",19,1,56,"male",8,"fulfulde","Yes","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",20,3,71,"Female",5,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,5,18,"Female",5,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,1,59,"male",5,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,2,52,"Female",5,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,4,81,"male",5,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",1,3,36,"Female",4,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",1,2,47,"Female",4,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",1,1,55,"male",4,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,4,14,"Female",5,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,1,46,"male",5,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,5,19,"male",5,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,2,31,"Female",5,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",4,1,35,"male",4,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",4,2,31,"Female",4,"fulfulde","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,2,34,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,4,10,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,5,63,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,1,36,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,6,64,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",8,1,67,"male",4,"fulfulde","Yes","Yes","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",8,3,21,"Female",4,"fulfulde","Yes","Yes","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",8,2,59,"Female",4,"fulfulde","Yes","Yes","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,2,23,"Female",3,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,1,36,"male",3,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,2,31,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,5,12,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,1,52,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,4,9,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,3,8,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,2,37,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",11,5,7,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",11,1,48,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,1,68,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,5,7,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,2,36,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",13,4,16,"male",6,"French","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",13,6,22,"male",6,"French","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",13,3,11,"Female",6,"French","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",13,1,62,"male",6,"French","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",13,2,46,"Female",6,"French","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",13,5,19,"male",6,"French","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",14,4,11,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,2,31,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,5,18,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,1,44,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,6,79,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,8,16,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,2,36,"Female",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,1,49,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,6,6,"Female",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,12,20,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,13,75,"Female",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,11,14,"Female",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,7,9,"male",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,10,12,"Female",13,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",16,6,21,"male",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,5,66,"Female",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,2,26,"Female",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,1,34,"male",6,"fulfulde","Yes","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,7,11,"Female",8,"fulfulde","No","Yes","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",17,1,49,"male",8,"fulfulde","No","Yes","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",17,8,16,"male",8,"fulfulde","No","Yes","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",17,6,8,"Female",8,"fulfulde","No","Yes","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",17,2,26,"Female",8,"fulfulde","No","Yes","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",17,5,7,"male",8,"fulfulde","No","Yes","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",18,2,29,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",18,5,10,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",18,1,38,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",18,6,71,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,2,48,"Female",3,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",19,1,58,"male",3,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",20,7,12,"male",7,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,2,21,"Female",7,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,1,36,"male",7,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,5,22,"Female",7,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,4,8,"male",7,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",1,3,8,"Female",4,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","mining","no","never attended"
"Sahel",1,1,36,"male",4,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","mining","no","never attended"
"Sahel",1,2,31,"Female",4,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","mining","no","never attended"
"Sahel",1,4,13,"Female",4,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","mining","no","frequent"
"Sahel",2,3,30,"Female",4,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",2,2,52,"Female",4,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",2,1,63,"male",4,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",3,10,19,"Female",10,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,6,8,"male",10,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",3,9,20,"male",10,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,1,46,"male",10,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,8,15,"male",10,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",3,3,39,"Female",10,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,7,12,"male",10,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,2,33,"Female",10,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",4,2,21,"Female",6,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",4,1,26,"male",6,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",4,3,2,"Female",6,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",5,3,21,"Female",9,"fulfulde","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,1,62,"male",9,"fulfulde","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,9,14,"male",9,"fulfulde","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",5,2,49,"Female",9,"fulfulde","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,4,44,"Female",9,"fulfulde","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,8,10,"Female",9,"fulfulde","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,6,23,"Female",9,"fulfulde","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,4,13,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",6,3,52,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,1,57,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,2,43,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,6,30,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,5,20,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",7,4,15,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",7,1,67,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",7,6,20,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",7,2,51,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",7,5,17,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",8,2,61,"Female",5,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",8,3,35,"male",5,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",8,5,11,"male",5,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",8,4,15,"male",5,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",8,1,71,"male",5,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,3,15,"Female",3,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",9,1,39,"male",3,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,2,36,"Female",3,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,2,26,"Female",4,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,4,9,"male",4,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,1,37,"male",4,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,2,49,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,5,21,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,4,14,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,1,58,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,3,8,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,9,20,"Female",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",13,5,25,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,8,16,"Female",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,2,26,"Female",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,1,43,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,4,12,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",13,3,8,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,7,14,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,6,11,"Female",7,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,1,50,"male",7,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,4,6,"male",7,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,2,41,"Female",7,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,5,9,"male",7,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","previousely attended"
"Sahel",15,5,10,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",15,4,52,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,1,77,"male",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,6,8,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,2,68,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,3,51,"Female",6,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",18,2,31,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",18,5,16,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",18,4,11,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",18,1,47,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,4,17,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,5,44,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,1,47,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,3,13,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",19,2,42,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,5,8,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",20,1,45,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,4,10,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,2,45,"Female",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,6,42,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,8,9,"Female",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",20,3,26,"male",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,7,31,"Female",10,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",1,4,9,"male",11,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",1,9,31,"Female",11,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",1,2,33,"Female",11,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",1,7,10,"male",11,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",1,1,38,"male",11,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",1,5,32,"Female",11,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",2,5,7,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",2,2,25,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",2,1,34,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",3,4,7,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,5,9,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,2,26,"Female",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",3,1,32,"male",5,"fulfulde","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",4,1,37,"male",5,"fulfulde","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
